Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,blue,red,green,nir,swir16,swir22,NDMI,MNDWI,NDVI,NDTI,NDBI,SAVI,pet,ppt,tmax,aet,def,q,vpd,ws,soil,elevation,Month,Quarter,Week_of_year,season_autumn,season_spring,season_summer,season_winter,Month_sin,Month_cos,Week_of_year_sin,Week_of_year_cos,dist_johannesburg,dist_cape_town
-25.206,27.558,2011-07-05,130.098,712.0,10.0,9157.0,9964.0,9975.5,14713.5,11886.0,9562.0,0.106,-0.087,0.192,-0.001,-0.106,0.289,170.0,112.9,31.11,108.0,62.0,5.6,1.52,2.38,6.5,950.863,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,121.478,1311.05
-24.695,27.409,2011-07-05,172.858,745.0,10.0,9037.0,10023.0,10009.5,14027.0,11192.5,9530.0,0.112,-0.056,0.166,0.001,-0.112,0.25,172.9,121.0,31.61,115.6,57.3,6.0,1.61,2.35,7.0,912.183,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,179.789,1345.626
-23.658,31.05,2011-07-05,73.605,289.7,16.0,9270.0,10421.0,9924.5,12565.0,14680.0,12714.0,-0.078,-0.193,0.093,0.024,0.078,0.14,156.4,65.4,31.86,62.2,94.2,3.3,1.41,1.47,1.2,328.102,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,414.368,1676.468
-30.734,29.828,2011-07-05,34.22,98.9,10.0,9473.5,10034.5,9968.0,12533.5,12276.0,10423.0,0.01,-0.104,0.111,0.003,-0.01,0.166,132.4,114.8,25.43,120.0,12.4,5.7,0.77,3.08,33.1,623.414,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,532.728,1128.702
-27.169,29.234,2011-07-05,192.225,446.0,10.0,10375.5,12828.0,11403.0,15208.0,19998.5,16139.0,-0.136,-0.274,0.085,0.059,0.136,0.127,157.3,90.0,26.93,86.0,71.3,4.5,1.12,2.38,4.0,1519.54,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,159.188,1278.454
-34.066,20.404,2014-01-21,111.736,318.52,10.0,9431.0,12142.0,11877.0,18287.0,18208.0,15101.0,0.002,-0.21,0.202,0.011,-0.002,0.303,178.0,3.1,30.1,3.0,175.0,0.2,1.41,2.26,1.8,54.5,1,1,4,0,0,1,0,0.5,0.866,0.457,0.89,1141.358,183.804
-34.066,20.404,2014-02-11,124.722,822.0,10.0,9431.0,12142.0,11877.0,18287.0,18208.0,15101.0,0.002,-0.21,0.202,0.011,-0.002,0.303,178.0,3.1,30.1,3.0,175.0,0.2,1.41,2.26,1.8,54.5,2,1,7,0,0,1,0,0.866,0.5,0.738,0.675,1141.358,183.804
-34.066,20.404,2014-03-11,106.098,822.0,20.0,9431.0,12142.0,11877.0,18287.0,18208.0,15101.0,0.002,-0.21,0.202,0.011,-0.002,0.303,178.0,3.1,30.1,3.0,175.0,0.2,1.41,2.26,1.8,54.5,3,1,11,1,0,0,0,1.0,0.0,0.965,0.264,1141.358,183.804
-27.671,27.237,2011-07-05,176.788,452.0,117.0,9466.5,10926.0,10081.0,12113.0,13296.0,11983.0,-0.047,-0.138,0.052,0.04,0.047,0.077,182.9,94.2,29.48,89.8,93.1,4.7,1.51,2.74,2.7,1337.107,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,181.846,1091.774
-28.695,28.235,2011-07-05,185.223,388.0,10.0,8721.0,9424.5,9220.0,11653.0,11787.5,10207.0,-0.006,-0.122,0.106,0.011,0.006,0.159,160.7,103.4,25.77,98.6,62.1,5.2,1.11,2.49,3.1,1590.157,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,277.461,1098.518
-28.883,27.89,2011-07-05,131.975,285.7,10.0,8884.5,9807.0,9467.0,11187.0,12239.0,11224.0,-0.045,-0.128,0.066,0.018,0.045,0.099,164.2,105.8,26.35,101.0,63.2,5.3,1.18,2.53,3.3,1545.106,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,298.233,1058.947
-29.162,23.696,2011-07-06,86.94,204.4,33.0,8859.5,10088.0,9801.0,14183.0,13704.25,11265.25,0.022,-0.168,0.147,0.013,-0.022,0.22,223.1,35.6,33.57,33.9,189.2,1.8,2.54,2.74,0.1,978.0,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,540.131,728.632
-30.274,30.696,2011-07-06,132.308,599.0,10.0,9460.5,10312.5,10225.0,14805.5,13921.5,11473.0,0.031,-0.153,0.179,0.004,-0.031,0.268,134.4,124.0,26.35,124.4,10.0,6.2,0.71,4.14,34.1,27.24,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,521.403,1224.92
-27.002,28.765,2011-07-06,186.413,455.0,10.0,9324.0,11318.5,10388.0,12687.0,15213.5,12483.0,-0.091,-0.188,0.057,0.043,0.091,0.086,161.6,95.4,27.63,91.2,70.4,4.8,1.22,2.39,5.0,1488.955,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,113.663,1254.482
-27.023,28.594,2011-07-06,183.205,463.0,10.0,8942.0,9902.0,9743.0,10501.5,10633.5,9547.5,-0.006,-0.044,0.029,0.008,0.006,0.044,163.1,97.6,27.8,93.3,69.8,4.9,1.25,2.42,4.8,1483.0,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,105.842,1240.067
-27.399,26.615,2011-07-06,210.924,624.0,65.0,8990.0,10734.5,9993.0,13482.5,14245.5,12485.5,-0.028,-0.175,0.113,0.036,0.028,0.17,191.9,84.9,29.94,80.9,111.0,4.2,1.57,3.2,2.5,1257.285,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,194.675,1067.887
-34.066,20.404,2015-02-24,161.132,700.0,20.0,7729.0,8156.0,8432.0,12914.0,10196.0,8757.0,0.118,-0.095,0.226,-0.017,-0.118,0.339,177.6,11.8,31.42,11.7,165.9,0.6,1.57,1.56,4.5,54.5,2,1,9,0,0,1,0,0.866,0.5,0.876,0.483,1141.358,183.804
-27.044,27.005,2011-07-06,123.761,312.9,10.0,9692.0,12945.0,11061.0,15642.5,20149.0,15460.0,-0.126,-0.291,0.094,0.078,0.126,0.142,178.7,93.5,29.25,89.2,89.5,4.7,1.45,2.74,3.3,1308.255,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,139.632,1123.021
-34.406,19.601,2011-07-06,35.054,1224.0,10.0,8859.5,10088.0,9801.0,14183.0,13704.25,11265.25,0.022,-0.168,0.147,0.013,-0.022,0.22,158.7,20.3,24.16,21.2,137.5,1.0,0.87,2.91,9.0,52.948,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,1219.378,121.105
-27.496,26.075,2011-07-06,214.568,634.0,10.0,9675.0,12815.0,11092.0,15303.0,19447.5,15285.0,-0.119,-0.274,0.088,0.072,0.119,0.133,194.2,79.9,29.94,76.3,117.9,4.0,1.57,3.34,2.8,1248.754,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,242.857,1022.865
-28.377,24.303,2011-07-07,224.283,1269.0,134.0,9534.0,11299.0,10384.0,13126.5,14884.5,12547.5,-0.063,-0.178,0.075,0.042,0.063,0.112,211.8,62.0,32.1,58.9,152.9,3.1,2.11,2.85,0.3,1010.919,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,441.999,833.202
-34.066,20.404,2015-10-27,126.556,1430.0,20.0,37027.0,36673.0,36020.0,37541.0,31555.0,26055.0,0.087,0.066,0.012,0.009,-0.087,0.018,177.6,11.8,31.42,11.7,165.9,0.6,1.57,1.56,4.5,54.5,10,4,44,0,1,0,0,-0.866,0.5,-0.876,0.483,1141.358,183.804
-27.573,24.746,2011-07-08,172.39,525.0,10.0,9384.5,10739.5,10087.0,12466.0,14931.0,12475.0,-0.09,-0.194,0.074,0.031,0.09,0.112,208.4,75.2,31.66,71.5,136.9,3.8,1.84,3.41,0.4,1089.345,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,361.177,929.733
-27.903,24.616,2011-07-08,221.841,1139.5,90.0,9216.0,10356.0,9944.5,11802.5,12962.0,11303.5,-0.047,-0.132,0.065,0.02,0.047,0.098,208.0,70.8,32.02,67.2,140.8,3.5,1.97,2.95,0.3,1051.134,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,388.936,893.234
-28.461,21.249,2011-07-08,117.952,1021.0,31.0,9896.5,11887.0,11212.0,12588.5,9257.5,8648.0,0.152,0.095,0.029,0.029,-0.152,0.043,244.7,52.3,33.62,49.6,195.1,2.6,2.63,3.34,0.0,788.216,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,716.941,664.909
-29.804,30.516,2011-07-08,81.439,276.6,10.0,9154.5,9993.5,10008.5,14498.5,13777.0,11393.5,0.026,-0.158,0.184,-0.001,-0.026,0.276,134.2,120.7,26.14,116.5,17.7,6.0,0.77,2.86,11.3,602.413,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,467.667,1230.166
-28.964,19.155,2011-07-09,129.235,302.8,10.0,8859.5,10088.0,9801.0,14183.0,13704.25,11265.25,0.022,-0.168,0.147,0.013,-0.022,0.22,263.0,2.4,38.61,2.3,260.7,0.1,3.29,3.28,0.0,304.5,7,3,27,0,0,0,1,-0.5,-0.866,-0.059,-0.998,928.432,556.515
-25.991,27.842,2011-07-11,114.523,430.0,123.0,8722.0,9873.5,9277.0,13128.5,13170.0,10783.5,-0.002,-0.173,0.142,0.031,0.002,0.212,173.1,73.3,30.16,70.1,103.0,3.7,1.28,2.24,4.4,1359.537,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,31.532,1265.022
-26.45,28.086,2011-07-11,123.358,693.0,80.0,9502.5,12540.0,10720.0,15210.0,17974.0,14201.0,-0.083,-0.253,0.096,0.078,0.083,0.144,170.6,65.2,29.74,62.4,108.2,3.3,1.23,2.22,4.1,1470.731,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,27.479,1245.852
-26.985,26.632,2011-07-11,240.591,676.0,84.0,9625.0,11976.0,10864.0,15621.0,17782.0,14257.0,-0.065,-0.241,0.132,0.049,0.065,0.198,188.5,47.3,32.17,45.1,143.4,2.4,1.63,2.32,2.3,1277.648,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,165.467,1102.013
-29.16,26.573,2011-07-11,244.626,614.0,10.0,9282.5,10826.0,10035.0,12394.0,14834.0,12839.5,-0.09,-0.193,0.068,0.038,0.09,0.101,200.0,55.6,33.16,53.1,146.9,2.8,1.94,2.64,2.2,1334.742,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,359.321,936.765
-23.281,30.543,2011-07-12,175.143,427.0,10.0,9157.0,10108.5,9806.0,12372.5,12312.0,10964.5,0.002,-0.113,0.101,0.015,-0.002,0.151,166.7,85.0,32.74,81.2,85.5,4.3,1.48,1.83,5.8,470.061,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,411.203,1671.602
-27.023,28.594,2011-07-12,188.756,473.0,10.0,8942.0,9902.0,9743.0,10501.5,10633.5,9547.5,-0.006,-0.044,0.029,0.008,0.006,0.044,168.3,66.1,29.64,63.2,105.1,3.3,1.2,2.19,4.4,1483.0,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,105.842,1240.067
-26.648,27.089,2011-07-12,265.794,636.0,10.0,9457.0,12231.0,10787.0,15866.0,19134.0,15161.0,-0.093,-0.279,0.129,0.063,0.093,0.194,179.7,51.4,30.83,49.1,130.6,2.6,1.39,2.22,3.1,1352.768,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,107.565,1160.411
-26.97,27.211,2011-07-12,119.001,651.0,65.0,8087.5,8329.5,8522.5,8393.0,7912.5,7778.0,0.029,0.037,0.004,-0.011,-0.029,0.006,181.3,53.1,31.05,50.8,130.5,2.7,1.45,2.24,3.2,1315.0,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,119.141,1143.309
-26.88,26.965,2011-07-12,261.908,710.0,176.0,9298.0,11493.0,10335.0,15050.0,17528.0,13965.5,-0.076,-0.258,0.134,0.053,0.076,0.201,182.1,50.0,31.41,47.8,134.3,2.5,1.48,2.19,3.0,1297.191,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,131.457,1133.243
-27.044,27.005,2011-07-12,118.629,355.0,10.0,9692.0,12945.0,11061.0,15642.5,20149.0,15460.0,-0.126,-0.291,0.094,0.078,0.126,0.142,184.5,50.7,31.51,48.5,136.0,2.5,1.52,2.31,3.0,1308.255,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,139.632,1123.021
-29.16,26.573,2011-07-12,242.743,631.0,10.0,9282.5,10826.0,10035.0,12394.0,14834.0,12839.5,-0.09,-0.193,0.068,0.038,0.09,0.101,200.0,55.6,33.16,53.1,146.9,2.8,1.94,2.64,2.2,1334.742,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,359.321,936.765
-30.16,27.401,2011-07-12,101.428,209.5,10.0,9310.5,11063.0,10198.0,12620.0,14125.5,12338.5,-0.056,-0.161,0.066,0.041,0.056,0.099,181.7,61.5,31.19,58.9,122.8,3.1,1.62,2.33,3.2,1413.0,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,444.352,944.278
-28.883,27.89,2011-07-12,146.361,312.1,67.0,8884.5,9807.0,9467.0,11187.0,12239.0,11224.0,-0.045,-0.128,0.066,0.018,0.045,0.099,170.6,73.7,29.87,70.4,100.2,3.7,1.36,2.35,3.0,1545.106,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,298.233,1058.947
-34.04,22.133,2011-07-12,9.313,251.3,10.0,8755.5,9705.5,9512.0,15925.5,14491.0,12016.5,0.047,-0.207,0.243,0.01,-0.047,0.364,164.8,18.1,27.91,18.3,146.5,0.9,0.85,3.35,6.3,5.231,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,1040.033,342.838
-32.503,19.536,2011-07-12,5.0,89.0,10.0,9199.0,11127.5,10263.0,14076.0,13313.0,11491.0,0.028,-0.129,0.117,0.04,-0.028,0.175,229.8,2.2,34.87,2.2,227.6,0.1,2.31,3.05,1.2,380.206,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,1081.497,189.661
-31.565,18.331,2011-07-12,17.573,237.0,10.0,8859.5,10088.0,9801.0,14183.0,13704.25,11265.25,0.022,-0.168,0.147,0.013,-0.022,0.22,222.7,0.7,31.98,0.7,222.0,0.0,1.66,4.44,0.3,6.121,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,1117.555,262.934
-34.006,22.351,2011-07-12,23.357,656.0,32.0,8859.5,10088.0,9801.0,14183.0,13704.25,11265.25,0.022,-0.168,0.147,0.013,-0.022,0.22,158.6,21.6,26.74,21.8,136.8,1.1,0.74,3.79,7.0,130.24,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,1025.628,362.865
-25.46,28.264,2011-07-12,219.492,697.0,82.0,9139.0,11096.0,9926.0,13959.0,15156.5,12552.5,-0.041,-0.209,0.114,0.056,0.041,0.171,177.0,70.0,31.91,67.0,110.0,3.5,1.43,2.13,4.7,1095.909,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,85.618,1337.07
-29.162,23.696,2011-07-13,87.741,224.3,35.0,8859.5,10088.0,9801.0,14183.0,13704.25,11265.25,0.022,-0.168,0.147,0.013,-0.022,0.22,226.6,33.1,36.81,31.4,195.2,1.7,2.75,2.62,0.1,978.0,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,540.131,728.632
-25.81,27.91,2011-07-13,131.365,644.0,10.0,9240.0,10917.0,10157.5,13029.0,15828.0,12748.0,-0.097,-0.218,0.088,0.036,0.097,0.132,176.0,72.1,31.07,69.0,107.0,3.6,1.38,2.16,4.6,1180.939,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,46.05,1284.284
-29.642,30.688,2011-07-13,60.353,310.3,10.0,8749.0,9297.5,9392.5,13659.5,12079.5,9984.0,0.061,-0.125,0.19,-0.005,-0.061,0.285,148.0,123.5,30.06,118.5,29.5,6.2,0.97,2.11,9.2,261.53,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,461.713,1252.803
-22.77,30.887,2011-07-13,49.645,135.9,11.0,9012.0,9704.0,9549.0,13558.0,14038.0,11111.0,-0.017,-0.19,0.166,0.008,0.017,0.249,174.6,70.0,33.32,66.8,107.8,3.5,1.5,2.02,5.2,422.088,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,477.809,1737.408
-29.033,23.983,2011-07-13,168.097,1084.0,42.0,8859.5,10088.0,9801.0,14183.0,13704.25,11265.25,0.022,-0.168,0.147,0.013,-0.022,0.22,221.9,37.6,36.34,35.8,186.1,1.9,2.62,2.57,0.2,999.13,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,509.259,757.959
-34.029,22.222,2011-07-13,16.296,406.0,12.0,8549.5,8849.5,9006.0,15934.0,12747.0,9998.0,0.111,-0.172,0.286,-0.009,-0.111,0.429,162.2,18.8,27.29,19.0,143.2,0.9,0.78,3.8,6.6,2.463,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,1034.376,351.009
-31.86,18.688,2011-07-14,32.429,250.9,10.0,9462.0,10981.0,10651.0,13799.0,12252.0,10302.0,0.059,-0.07,0.114,0.015,-0.059,0.171,231.8,1.6,33.5,1.6,230.2,0.1,1.99,3.91,0.8,30.809,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,1105.536,231.39
-27.602,29.943,2011-07-14,87.258,203.3,10.0,8859.5,10088.0,9801.0,14183.0,13704.25,11265.25,0.022,-0.168,0.147,0.013,-0.022,0.22,167.3,90.5,29.97,86.3,81.0,4.5,1.11,2.28,3.8,1212.227,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,243.663,1305.363
-27.3,28.587,2011-07-14,145.562,322.3,10.0,9326.5,11956.0,10375.0,13842.5,15607.0,12663.0,-0.06,-0.201,0.073,0.071,0.06,0.11,168.1,66.3,29.55,63.4,104.7,3.3,1.2,2.29,3.8,1514.909,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,132.93,1219.678
-27.573,24.746,2011-07-14,136.974,350.2,28.0,9384.5,10739.5,10087.0,12466.0,14931.0,12475.0,-0.09,-0.194,0.074,0.031,0.09,0.112,215.5,46.1,35.42,43.8,171.7,2.3,2.3,2.62,0.4,1089.345,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,361.177,929.733
-29.033,23.983,2011-07-14,163.82,1071.0,63.0,8859.5,10088.0,9801.0,14183.0,13704.25,11265.25,0.022,-0.168,0.147,0.013,-0.022,0.22,221.9,37.6,36.34,35.8,186.1,1.9,2.62,2.57,0.2,999.13,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,509.259,757.959
-30.16,27.401,2011-07-14,98.893,216.2,10.0,9310.5,11063.0,10198.0,12620.0,14125.5,12338.5,-0.056,-0.161,0.066,0.041,0.056,0.099,181.7,61.5,31.19,58.9,122.8,3.1,1.62,2.33,3.2,1413.0,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,444.352,944.278
-30.336,27.359,2011-07-14,87.735,190.8,10.0,9148.0,10645.0,10209.0,9241.0,8613.0,8006.0,0.035,0.085,-0.071,0.021,-0.035,-0.106,182.7,58.5,31.13,56.0,126.7,2.9,1.6,2.43,3.4,1377.5,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,464.303,931.492
-34.251,20.992,2011-07-14,31.186,810.0,10.0,7850.5,8048.0,8121.5,10773.5,9344.0,8270.0,0.071,-0.07,0.145,-0.005,-0.071,0.217,186.8,11.1,30.52,12.1,174.7,0.6,1.2,3.51,8.6,22.362,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,1121.787,239.83
-25.362,31.957,2011-07-15,146.738,406.0,45.0,9194.5,11078.0,10039.0,14229.5,16143.5,13182.5,-0.063,-0.233,0.125,0.049,0.063,0.187,156.6,87.3,32.44,83.8,72.8,4.4,1.16,2.04,10.6,152.081,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,402.231,1615.91
-25.149,31.941,2011-07-15,51.41,132.75,10.0,9816.0,12090.0,10833.0,14847.5,17383.5,14907.0,-0.079,-0.232,0.102,0.055,0.079,0.154,159.7,84.7,32.6,81.2,78.5,4.2,1.22,2.08,8.9,156.064,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,407.178,1629.743
-29.658,25.973,2011-07-15,303.173,658.0,10.0,9500.0,11213.0,10285.0,12166.5,13478.5,11562.5,-0.051,-0.134,0.041,0.043,0.051,0.061,201.6,45.6,33.12,43.5,158.1,2.3,2.01,2.58,1.9,1318.5,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,434.758,857.199
-31.001,26.353,2011-07-15,252.386,535.0,21.0,9136.0,9657.0,9356.0,10471.0,10132.0,9110.0,0.016,-0.04,0.04,0.016,-0.016,0.061,196.2,38.9,31.48,37.1,159.1,1.9,1.72,2.79,1.8,1372.15,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,558.377,812.276
-30.534,24.962,2011-07-15,358.61,918.0,10.0,9787.0,10794.0,10437.5,12125.0,13902.0,12572.0,-0.068,-0.142,0.058,0.017,0.068,0.087,217.8,35.9,34.33,34.1,183.7,1.8,2.26,2.95,0.0,1214.826,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,568.254,721.86
-28.761,17.73,2011-07-17,137.878,370.0,27.0,9824.0,12483.0,11435.0,9872.0,7694.0,7570.0,0.124,0.196,-0.117,0.044,-0.124,-0.175,249.8,0.4,37.14,0.4,249.4,0.0,3.1,3.04,0.0,163.0,7,3,28,0,0,0,1,-0.5,-0.866,-0.177,-0.984,1056.473,578.338
-26.861,28.885,2011-07-18,185.353,636.0,180.0,9151.5,11155.0,10057.0,13411.0,15685.0,13113.0,-0.078,-0.219,0.092,0.052,0.078,0.138,164.9,69.8,28.96,66.8,98.1,3.5,1.09,2.17,4.7,1518.064,7,3,29,0,0,0,1,-0.5,-0.866,-0.292,-0.956,110.557,1273.675
-26.738,27.592,2011-07-18,126.756,664.0,114.0,9162.0,9627.0,9656.0,10114.5,8571.0,8216.0,0.083,0.06,0.025,-0.002,-0.083,0.037,174.5,59.3,30.2,56.7,117.8,3.0,1.32,2.14,3.7,1404.5,7,3,29,0,0,0,1,-0.5,-0.866,-0.292,-0.956,74.764,1188.34
-28.695,28.235,2011-07-18,189.865,386.0,10.0,8721.0,9424.5,9220.0,11653.0,11787.5,10207.0,-0.006,-0.122,0.106,0.011,0.006,0.159,165.0,72.6,28.76,69.3,95.7,3.6,1.2,2.34,2.8,1590.157,7,3,29,0,0,0,1,-0.5,-0.866,-0.292,-0.956,277.461,1098.518
-25.128,27.629,2011-07-19,172.779,662.0,163.0,8859.5,10088.0,9801.0,14183.0,13704.25,11265.25,0.022,-0.168,0.147,0.013,-0.022,0.22,187.5,56.5,33.51,54.2,133.3,2.8,1.65,2.12,5.6,951.591,7,3,29,0,0,0,1,-0.5,-0.866,-0.292,-0.956,126.99,1322.331
-25.206,27.558,2011-07-19,144.239,700.0,10.0,8859.5,10088.0,9801.0,14183.0,13704.25,11265.25,0.022,-0.168,0.147,0.013,-0.022,0.22,185.9,55.7,33.24,53.4,132.5,2.8,1.6,2.08,5.9,950.863,7,3,29,0,0,0,1,-0.5,-0.866,-0.292,-0.956,121.478,1311.05
-24.695,27.409,2011-07-19,165.84,746.0,94.0,8966.0,10103.0,9934.5,14325.0,12063.0,10486.5,0.086,-0.097,0.173,0.008,-0.086,0.259,187.7,54.8,33.57,52.6,135.1,2.7,1.71,2.01,6.4,912.183,7,3,29,0,0,0,1,-0.5,-0.866,-0.292,-0.956,179.789,1345.626
-27.169,29.234,2011-07-19,168.821,397.0,10.0,10375.5,12828.0,11403.0,15208.0,19998.5,16139.0,-0.136,-0.274,0.085,0.059,0.136,0.127,162.0,70.5,28.6,67.3,94.7,3.5,1.02,2.31,3.6,1519.54,7,3,29,0,0,0,1,-0.5,-0.866,-0.292,-0.956,159.188,1278.454
-33.381,19.302,2011-07-19,28.535,420.0,10.0,8914.0,9856.0,9626.5,13710.0,13975.0,11866.0,-0.01,-0.184,0.164,0.012,0.01,0.245,206.7,5.3,30.51,6.2,200.5,0.3,1.54,3.45,7.0,438.084,7,3,29,0,0,0,1,-0.5,-0.866,-0.292,-0.956,1160.628,102.069
-33.314,19.075,2011-07-19,25.038,222.9,10.0,8149.5,8555.0,8623.5,12173.0,10821.5,9300.0,0.059,-0.113,0.175,-0.004,-0.059,0.262,216.9,4.1,32.81,5.3,211.6,0.2,1.77,3.48,8.8,88.553,7,3,29,0,0,0,1,-0.5,-0.866,-0.292,-0.956,1171.81,91.552
-27.496,26.075,2011-07-19,222.281,666.0,52.0,9675.0,12815.0,11092.0,15303.0,19447.5,15285.0,-0.119,-0.274,0.088,0.072,0.119,0.133,200.7,43.8,32.83,41.9,158.8,2.2,1.78,2.73,2.6,1248.754,7,3,29,0,0,0,1,-0.5,-0.866,-0.292,-0.956,242.857,1022.865
-29.162,23.696,2011-07-20,113.897,300.4,34.0,8859.5,10088.0,9801.0,14183.0,13704.25,11265.25,0.022,-0.168,0.147,0.013,-0.022,0.22,226.6,33.1,36.81,31.4,195.2,1.7,2.75,2.62,0.1,978.0,7,3,29,0,0,0,1,-0.5,-0.866,-0.292,-0.956,540.131,728.632
-27.01,26.698,2011-07-20,169.941,717.0,26.0,8623.0,9294.5,9208.0,10792.5,11439.5,10452.5,-0.029,-0.108,0.075,0.005,0.029,0.112,189.3,46.8,32.01,44.6,144.7,2.3,1.6,2.4,2.0,1281.681,7,3,29,0,0,0,1,-0.5,-0.866,-0.292,-0.956,161.467,1104.476
-28.75,30.443,2011-07-20,94.345,236.9,10.0,10042.5,10939.0,10939.0,12977.0,13578.0,11925.5,-0.023,-0.108,0.085,0.0,0.023,0.128,166.6,78.5,32.47,74.8,91.8,3.9,1.37,2.0,3.1,538.986,7,3,29,0,0,0,1,-0.5,-0.866,-0.292,-0.956,368.509,1277.814
-29.162,30.63,2011-07-20,24.856,92.7,10.0,9053.5,10052.0,9644.5,12397.5,15341.0,14016.0,-0.106,-0.228,0.104,0.021,0.106,0.157,144.3,118.5,28.01,113.5,30.8,5.9,0.81,2.09,7.4,955.923,7,3,29,0,0,0,1,-0.5,-0.866,-0.292,-0.956,415.448,1271.728
-30.534,24.962,2011-07-20,358.766,931.0,10.0,9787.0,10794.0,10437.5,12125.0,13902.0,12572.0,-0.068,-0.142,0.058,0.017,0.068,0.087,217.8,35.9,34.33,34.1,183.7,1.8,2.26,2.95,0.0,1214.826,7,3,29,0,0,0,1,-0.5,-0.866,-0.292,-0.956,568.254,721.86
-34.092,21.295,2011-07-20,36.323,360.0,10.0,8729.5,9499.0,9443.0,16955.0,14543.0,11466.0,0.077,-0.213,0.282,0.003,-0.077,0.423,181.4,12.6,30.72,12.7,168.7,0.6,1.25,2.63,4.6,90.592,7,3,29,0,0,0,1,-0.5,-0.866,-0.292,-0.956,1090.642,265.895
-33.131,18.863,2011-07-20,20.368,316.2,10.0,9104.5,10841.0,10533.5,14595.0,10900.0,10535.0,0.145,-0.017,0.148,0.014,-0.145,0.221,210.1,3.4,33.37,4.1,206.0,0.2,1.87,2.85,6.7,29.643,7,3,29,0,0,0,1,-0.5,-0.866,-0.292,-0.956,1174.161,97.872
