Latitude,Longitude,Sample Date,vpd,ws,soil
-29.7775,29.470833,18-06-2012,0.71999997,2.2,42.9
-29.744167,29.905833,18-06-2012,0.84999996,2.1699998,79.200005
-26.861111,28.884722,18-06-2012,0.98999995,2.18,2.3
-26.73806,27.59194,18-06-2012,1.17,2.48,1.8000001
-26.45,28.085833,18-06-2012,1.0699999,2.35,2.1000001
-34.065833,20.404167,19-06-2012,1.4,2.31,5.3
-25.127778,27.628889,19-06-2012,1.54,2.3999999,2.9
-25.20639,27.558,19-06-2012,1.53,2.46,3.0
-24.69514,27.40906,19-06-2012,1.6999999,2.57,3.5
-27.363611,31.783333,19-06-2012,1.14,1.27,33.0
-30.733889,29.828333,19-06-2012,0.71,2.46,48.5
-27.169444,29.233889,19-06-2012,0.90999997,2.1499999,1.9
-27.00222,28.76528,19-06-2012,1.01,2.21,2.2
-29.160278,26.573333,19-06-2012,1.56,2.87,1.1
-29.028629,24.638389,19-06-2012,2.07,2.73,0.1
-29.161667,23.696389,20-06-2012,2.29,2.3999999,0.1
-24.282222,28.090278,20-06-2012,1.4,2.4199998,3.1000001
-25.681111,31.783333,20-06-2012,1.0799999,1.42,24.1
-25.398889,31.610556,20-06-2012,1.13,1.29,22.0
-30.398056,30.601944,20-06-2012,0.66999996,3.1899998,53.4
-30.27402,30.69602,20-06-2012,0.65999997,3.26,63.9
-29.615556,27.065278,20-06-2012,1.43,2.61,1.1
-28.883333,27.89,20-06-2012,1.11,2.37,29.6
-34.405833,19.600556,20-06-2012,0.79999995,3.27,10.5
-24.670833,28.560833,21-06-2012,1.36,2.26,3.0
-24.99328,30.81444,21-06-2012,0.68,1.91,112.8
-24.768889,31.39,21-06-2012,1.23,1.3,5.2000003
-27.802778,28.768333,21-06-2012,0.96,2.2,23.800001
-27.935,26.126667,21-06-2012,1.54,3.1599998,1.1
-28.1175,26.719444,21-06-2012,1.5,2.82,1.1
-30.679722,26.7125,21-06-2012,1.49,2.58,1.0
-30.160091,27.40124,21-06-2012,1.37,2.47,1.5
-30.336111,27.359444,21-06-2012,1.35,2.56,1.5
-33.501667,21.624167,21-06-2012,1.23,3.1599998,0.1
-34.329722,18.990278,21-06-2012,0.71999997,5.0499997,23.4
-25.436111,31.982222,22-06-2012,1.24,1.1999999,19.4
-25.14944444,31.94055556,22-06-2012,1.16,1.12,10.3
-29.658056,25.973333,22-06-2012,1.5999999,2.52,0.90000004
-31.000833,26.353056,22-06-2012,1.4,2.52,0.8
-29.803611,30.516111,22-06-2012,0.69,2.23,83.8
-27.363611,31.783333,24-11-2015,1.4399999,2.08,7.6
-28.760833,17.730278,24-06-2012,3.03,2.9299998,0.0
-24.679167,30.8025,25-06-2012,0.93,2.01,64.8
-25.99136,27.84208,25-06-2012,1.13,2.36,2.1000001
-25.362222,31.956667,25-06-2012,1.15,1.18,16.5
-25.14944444,31.94055556,25-06-2012,1.16,1.12,10.3
-27.01011111,26.69808333,26-06-2012,1.35,2.9099998,1.1
-24.183889,30.823889,26-06-2012,1.41,1.4499999,3.5
-29.758889,30.935278,26-06-2012,0.63,2.75,79.700005
-29.380556,30.2775,26-06-2012,0.66999996,2.08,77.4
-26.861111,28.884722,26-06-2012,0.98999995,2.18,2.3
-26.880278,26.965,26-06-2012,1.3,2.53,1.5
-26.45,28.085833,26-06-2012,1.0699999,2.35,2.1000001
-26.98472222,26.63227778,26-06-2012,1.36,2.77,1.2
-34.039722,22.133333,26-06-2012,0.71,3.6499999,5.7000003
-33.7075,18.97444444,26-06-2012,1.4699999,3.81,14.2
-33.72266667,18.61691667,26-06-2012,1.16,4.7799997,11.8
-25.45963889,28.26430556,26-06-2012,1.3399999,2.33,2.4
-29.161667,23.696389,27-06-2012,2.29,2.3999999,0.1
-25.81048333,27.90955222,27-06-2012,1.24,2.3799999,2.2
-30.830556,26.921389,27-06-2012,1.38,2.61,1.2
-24.058889,31.237222,27-06-2012,1.49,1.26,1.2
-28.404444,30.013056,27-06-2012,1.14,2.08,28.9
-27.4275,28.525833,27-06-2012,1.01,2.3,8.1
-34.031944,22.053333,27-06-2012,0.75,3.4499998,5.1
-32.595833,19.009444,27-06-2012,1.89,3.02,5.1
-28.058889,30.373611,27-06-2012,0.98999995,2.09,45.100002
-25.447222,30.711667,27-06-2012,1.0,1.88,38.9
-29.161667,23.696389,28-06-2012,2.29,2.3999999,0.1
-29.641944,30.6875,28-06-2012,0.77,2.28,84.200005
-31.860278,18.6875,28-06-2012,1.6999999,3.3899999,0.7
-27.5275,30.858056,28-06-2012,0.87,1.68,72.8
-29.380556,30.2775,28-06-2012,0.66999996,2.08,77.4
-27.00222,28.76528,28-06-2012,1.01,2.21,2.2
-26.648056,27.089444,28-06-2012,1.23,2.48,1.6
-29.028629,24.638389,28-06-2012,2.07,2.73,0.1
-29.1825,23.575556,28-06-2012,2.3,2.58,0.1
-25.49037,30.6986,29-06-2012,0.94,1.9,46.8
-30.398056,30.601944,29-06-2012,0.66999996,3.1899998,53.4
-30.27402,30.69602,29-06-2012,0.65999997,3.26,63.9
-27.935,26.126667,29-06-2012,1.54,3.1599998,1.1
-28.1175,26.719444,29-06-2012,1.5,2.82,1.1
-25.127778,27.628889,03-07-2012,1.54,2.3999999,2.9
-25.20639,27.558,03-07-2012,1.53,2.46,3.0
-24.69514,27.40906,03-07-2012,1.6999999,2.57,3.5
-28.747778,31.745833,03-07-2012,0.97999996,2.22,25.800001
-31.5653,18.3306,03-07-2012,1.39,3.98,0.2
-24.39619444,27.08983333,04-07-2012,1.77,2.55,4.0
-28.801278,31.955389,04-07-2012,0.82,2.8799999,20.5
-27.935,26.126667,04-07-2012,1.54,3.1599998,1.1
-28.141944,26.417778,04-07-2012,1.55,3.0,1.1
-28.1175,26.719444,04-07-2012,1.5,2.82,1.1
-28.75,30.442778,05-07-2012,1.1999999,2.03,23.4
-29.161667,30.629722,05-07-2012,0.69,2.1399999,70.6
-28.460833,21.248889,05-07-2012,2.8,3.09,0.0
-34.092222,21.295278,05-07-2012,1.06,3.1299999,4.7000003
-33.38056,19.30167,05-07-2012,1.35,3.37,9.1
-27.4,26.624722,05-07-2012,1.4599999,3.06,1.2
-27.573056,24.746389,06-07-2012,1.9499999,3.25,0.4
-28.760833,17.730278,08-07-2012,2.99,3.09,0.0
-29.028629,24.638389,09-07-2012,2.47,3.1999998,0.1
-33.818056,19.694722,09-07-2012,1.4599999,4.0499997,5.4
-26.861111,28.884722,10-07-2012,1.04,2.34,2.2
-26.880278,26.965,10-07-2012,1.42,2.48,1.4
-26.45,28.085833,10-07-2012,1.1899999,2.44,2.0
-26.98472222,26.63227778,10-07-2012,1.5699999,2.6699998,1.1
-27.935,26.126667,10-07-2012,1.73,2.97,1.0
-28.1175,26.719444,10-07-2012,1.73,2.77,1.0
-28.69485,28.23487,10-07-2012,1.14,2.48,10.1
-31.104278,29.399722,10-07-2012,0.9,2.97,13.5
-31.396,29.2651,10-07-2012,0.90999997,3.01,9.8
-34.075556,20.145556,10-07-2012,1.4,3.21,5.2000003
-25.45963889,28.26430556,10-07-2012,1.36,2.45,2.3
-28.338333,31.373611,10-07-2012,1.03,2.1299999,61.7
-28.068333,31.55,10-07-2012,1.28,2.12,37.5
-28.760833,17.730278,11-07-2012,2.99,3.09,0.0
-29.161667,23.696389,11-07-2012,2.69,3.24,0.1
-25.81048333,27.90955222,11-07-2012,1.3299999,2.46,2.1000001
-29.641944,30.6875,11-07-2012,0.89,2.56,50.2
-28.883333,27.89,11-07-2012,1.29,2.51,10.900001
-30.568333,29.422778,11-07-2012,0.87,2.75,15.3
-30.86013889,29.07125,11-07-2012,1.03,2.6,4.2000003
-30.570833,29.150556,11-07-2012,0.9,2.6799998,15.5
-30.77586667,29.03221667,11-07-2012,1.04,2.62,8.3
-34.250556,20.9925,11-07-2012,1.0699999,3.99,7.6
-28.44555556,32.325,09-10-2012,0.88,3.3999999,74.8
-26.648056,27.089444,12-07-2012,1.3299999,2.51,1.5
-27.902778,24.615556,12-07-2012,2.4299998,3.1399999,0.3
-28.768056,20.720556,12-07-2012,3.1299999,3.6699998,0.0
-31.031389,28.883333,12-07-2012,0.98999995,2.55,4.1
-29.7775,29.470833,16-07-2012,0.81,2.46,27.800001
-29.987778,29.851667,16-07-2012,0.84999996,2.57,54.2
-29.744167,29.905833,16-07-2012,0.96999997,2.3899999,45.7
-33.897778,20.012778,16-07-2012,1.48,3.04,4.3
-27.01011111,26.69808333,17-07-2012,1.54,2.74,1.1
-34.065833,20.404167,17-07-2012,1.4599999,2.9299998,4.7000003
-25.127778,27.628889,17-07-2012,1.5799999,2.53,2.8
-25.20639,27.558,17-07-2012,1.54,2.49,2.9
-24.69514,27.40906,17-07-2012,1.64,2.47,3.3
-25.73411,27.21422,17-07-2012,1.3199999,2.5,2.1000001
-27.363611,31.783333,17-07-2012,1.1899999,1.9799999,32.600002
-30.733889,29.828333,17-07-2012,0.84,2.58,24.1
-26.648056,27.089444,17-07-2012,1.3299999,2.51,1.5
-26.970278,27.211111,17-07-2012,1.4,2.49,1.5
-26.45,28.085833,17-07-2012,1.1899999,2.44,2.0
-26.98472222,26.63227778,17-07-2012,1.5699999,2.6699998,1.1
-27.935,26.126667,17-07-2012,1.73,2.97,1.0
-29.160278,26.573333,17-07-2012,1.86,3.12,1.0
-33.870833,20.003333,17-07-2012,1.52,2.9299998,4.7000003
-29.161667,23.696389,18-07-2012,2.69,3.24,0.1
-24.39619444,27.08983333,18-07-2012,1.7199999,2.4099998,3.8
-26.905,32.324722,18-07-2012,1.4,2.26,36.7
-30.398056,30.601944,18-07-2012,0.82,3.6399999,27.7
-30.27402,30.69602,18-07-2012,0.79999995,3.77,35.100002
-27.169444,29.233889,18-07-2012,0.96999997,2.48,1.8000001
-26.861111,28.884722,18-07-2012,1.04,2.34,2.2
-28.69485,28.23487,18-07-2012,1.14,2.48,10.1
-29.615556,27.065278,18-07-2012,1.66,2.9199998,1.1
-28.883333,27.89,18-07-2012,1.29,2.51,10.900001
-34.02861,22.22222,18-07-2012,0.7,4.42,5.5
-34.405833,19.600556,18-07-2012,0.83,4.12,8.7
-30.160091,27.40124,19-07-2012,1.5699999,2.85,1.4
-30.336111,27.359444,19-07-2012,1.55,2.98,1.5
-30.830556,26.921389,20-07-2012,1.64,3.27,1.1
-29.658056,25.973333,20-07-2012,1.9399999,3.3,0.90000004
-31.000833,26.353056,20-07-2012,1.64,3.6699998,0.8
-30.679722,26.7125,20-07-2012,1.8299999,3.25,1.0
-28.460833,21.248889,20-07-2012,3.11,3.25,0.0
-29.803611,30.516111,20-07-2012,0.82,2.62,48.3
-31.5653,18.3306,21-07-2012,1.55,5.0499997,0.2
-24.679167,30.8025,23-07-2012,0.83,2.45,125.9
-25.99136,27.84208,23-07-2012,1.23,2.53,2.0
-26.880278,26.965,23-07-2012,1.42,2.48,1.4
-26.98472222,26.63227778,23-07-2012,1.5699999,2.6699998,1.1
-33.31388889,19.07472222,23-07-2012,1.64,4.0699997,10.6
-24.183889,30.823889,24-07-2012,1.4399999,2.1299999,3.4
-26.861111,28.884722,24-07-2012,1.04,2.34,2.2
-26.970278,27.211111,24-07-2012,1.4,2.49,1.5
-27.802778,28.768333,24-07-2012,1.06,2.37,11.1
-28.69485,28.23487,24-07-2012,1.14,2.48,10.1
-33.501667,21.624167,24-07-2012,1.37,3.5,0.1
-29.161667,23.696389,25-07-2012,2.69,3.24,0.1
-25.81048333,27.90955222,25-07-2012,1.3299999,2.46,2.1000001
-24.034167,31.123611,25-07-2012,1.38,2.1399999,14.900001
-29.380556,30.2775,25-07-2012,0.76,2.62,61.7
-28.058889,30.373611,25-07-2012,0.96,2.4299998,39.100002
-29.641944,30.6875,26-07-2012,0.89,2.56,50.2
-31.860278,18.6875,26-07-2012,1.8499999,4.36,0.7
-27.5275,30.858056,26-07-2012,0.89,2.31,72.8
-29.380556,30.2775,26-07-2012,0.76,2.62,61.7
-27.00222,28.76528,26-07-2012,1.09,2.34,2.1000001
-26.648056,27.089444,26-07-2012,1.3299999,2.51,1.5
-29.758889,30.935278,27-07-2012,0.77,3.35,68.9
-30.27402,30.69602,28-07-2012,0.79999995,3.77,35.100002
-27.01011111,26.69808333,30-07-2012,1.54,2.74,1.1
-26.648056,27.089444,30-07-2012,1.3299999,2.51,1.5
-26.880278,26.965,30-07-2012,1.42,2.48,1.4
-26.98472222,26.63227778,30-07-2012,1.5699999,2.6699998,1.1
-31.554722,29.245556,30-07-2012,0.72999996,3.25,11.8
-33.38056,19.30167,30-07-2012,1.42,4.0099998,7.6
-25.127778,27.628889,31-07-2012,1.5799999,2.53,2.8
-25.20639,27.558,31-07-2012,1.54,2.49,2.9
-26.861111,28.884722,31-07-2012,1.04,2.34,2.2
-26.970278,27.211111,31-07-2012,1.4,2.49,1.5
-26.73806,27.59194,31-07-2012,1.29,2.36,1.7
-26.45,28.085833,31-07-2012,1.1899999,2.44,2.0
-31.104278,29.399722,31-07-2012,0.9,2.97,13.5
-24.39619444,27.08983333,01-08-2012,1.7199999,2.4099998,3.8
-27.169444,29.233889,01-08-2012,0.96999997,2.48,1.8000001
-28.141944,26.417778,01-08-2012,1.76,2.9299998,1.1
-28.1175,26.719444,01-08-2012,1.73,2.77,1.0
-33.13083,18.86278,01-08-2012,1.73,3.4499998,8.7
-28.75,30.442778,02-08-2012,1.29,2.26,13.8
-29.161667,30.629722,02-08-2012,0.76,2.44,70.6
-27.00222,28.76528,02-08-2012,1.09,2.34,2.1000001
-26.648056,27.089444,02-08-2012,1.3299999,2.51,1.5
-27.398611,26.614722,02-08-2012,1.67,2.8799999,1.1
-28.376944,24.303056,02-08-2012,2.52,3.07,0.3
-27.671111,27.236944,03-08-2012,1.52,2.6599998,1.2
-28.735556,29.820556,04-08-2012,1.22,2.24,15.900001
-28.760833,17.730278,05-08-2012,2.99,3.09,0.0
-25.99136,27.84208,06-08-2012,1.23,2.53,2.0
-26.970278,27.211111,06-08-2012,1.4,2.49,1.5
-33.818056,19.694722,06-08-2012,1.4599999,4.0499997,5.4
-27.01011111,26.69808333,07-08-2012,1.54,2.74,1.1
-29.641944,30.6875,07-08-2012,0.89,2.56,50.2
-28.735556,29.820556,07-08-2012,1.22,2.24,15.900001
-26.880278,26.965,07-08-2012,1.42,2.48,1.4
-26.98472222,26.63227778,07-08-2012,1.5699999,2.6699998,1.1
-27.398611,26.614722,07-08-2012,1.67,2.8799999,1.1
-34.075556,20.145556,07-08-2012,1.4,3.21,5.2000003
-25.45963889,28.26430556,07-08-2012,1.36,2.45,2.3
-28.338333,31.373611,07-08-2012,1.03,2.1299999,61.7
-28.068333,31.55,07-08-2012,1.28,2.12,37.5
-25.57877778,29.12747222,07-08-2012,1.26,2.4099998,2.1000001
-25.81048333,27.90955222,08-08-2012,1.3299999,2.46,2.1000001
-28.44555556,32.325,31-10-2012,0.88,3.3999999,74.8
-26.861111,28.884722,08-08-2012,1.04,2.34,2.2
-26.45,28.085833,08-08-2012,1.1899999,2.44,2.0
-27.273889,28.49,09-08-2012,1.17,2.37,1.8000001
-27.802778,28.768333,09-08-2012,1.06,2.37,11.1
-27.00222,28.76528,10-08-2012,1.09,2.34,2.1000001
-27.02314,28.59389,10-08-2012,1.15,2.37,2.1000001
-26.648056,27.089444,10-08-2012,1.3299999,2.51,1.5
-27.573056,24.746389,10-08-2012,2.26,3.05,0.4
-34.065833,20.404167,12-08-2012,1.4599999,2.9299998,4.7000003
-27.01011111,26.69808333,13-08-2012,1.54,2.74,1.1
-29.7775,29.470833,13-08-2012,0.81,2.46,27.800001
-29.987778,29.851667,13-08-2012,0.84999996,2.57,54.2
-29.744167,29.905833,13-08-2012,0.96999997,2.3899999,45.7
-26.880278,26.965,13-08-2012,1.42,2.48,1.4
-26.98472222,26.63227778,13-08-2012,1.5699999,2.6699998,1.1
-25.127778,27.628889,14-08-2012,1.5799999,2.53,2.8
-24.39619444,27.08983333,14-08-2012,1.7199999,2.4099998,3.8
-24.69514,27.40906,14-08-2012,1.64,2.47,3.3
-25.73411,27.21422,14-08-2012,1.3199999,2.5,2.1000001
-26.03611,30.99778,14-08-2012,1.1,2.44,139.7
-27.363611,31.783333,14-08-2012,1.1899999,1.9799999,32.600002
-26.73806,27.59194,14-08-2012,1.29,2.36,1.7
-26.45,28.085833,14-08-2012,1.1899999,2.44,2.0
-27.273889,28.49,14-08-2012,1.17,2.37,1.8000001
-29.160278,26.573333,14-08-2012,1.86,3.12,1.0
-34.250556,20.9925,14-08-2012,1.0699999,3.99,7.6
-33.897778,20.012778,14-08-2012,1.48,3.04,4.3
-25.20639,27.558,15-08-2012,1.54,2.49,2.9
-25.49037,30.6986,15-08-2012,0.96999997,2.3899999,84.8
-30.398056,30.601944,15-08-2012,0.82,3.6399999,27.7
-30.27402,30.69602,15-08-2012,0.79999995,3.77,35.100002
-27.169444,29.233889,15-08-2012,0.96999997,2.48,1.8000001
-27.3,28.586944,15-08-2012,1.15,2.47,1.8000001
-29.033333,23.983333,15-08-2012,2.55,3.1799998,0.2
-28.69485,28.23487,15-08-2012,1.14,2.48,10.1
-29.615556,27.065278,15-08-2012,1.66,2.9199998,1.1
-28.883333,27.89,15-08-2012,1.29,2.51,10.900001
-34.405833,19.600556,15-08-2012,0.83,4.12,8.7
-25.447222,30.711667,15-08-2012,1.04,2.4299998,70.6
-30.13573889,30.67422222,16-08-2012,0.84999996,3.46,41.100002
-26.648056,27.089444,16-08-2012,1.3299999,2.51,1.5
-27.902778,24.615556,16-08-2012,2.4299998,3.1399999,0.3
-30.160091,27.40124,16-08-2012,1.5699999,2.85,1.4
-30.336111,27.359444,16-08-2012,1.55,2.98,1.5
-30.830556,26.921389,17-08-2012,1.64,3.27,1.1
-29.658056,25.973333,17-08-2012,1.9399999,3.3,0.90000004
-31.000833,26.353056,17-08-2012,1.64,3.6699998,0.8
-30.679722,26.7125,17-08-2012,1.8299999,3.25,1.0
-29.803611,30.516111,17-08-2012,0.82,2.62,48.3
-28.760833,17.730278,18-08-2012,2.99,3.09,0.0
-22.43772222,31.07805556,19-08-2012,1.75,2.25,0.5
-24.679167,30.8025,20-08-2012,0.83,2.45,125.9
-25.99136,27.84208,20-08-2012,1.23,2.53,2.0
-30.27402,30.69602,20-08-2012,0.79999995,3.77,35.100002
-26.880278,26.965,20-08-2012,1.42,2.48,1.4
-26.98472222,26.63227778,20-08-2012,1.5699999,2.6699998,1.1
-33.7075,18.97444444,20-08-2012,1.4599999,4.41,11.7
-24.183889,30.823889,21-08-2012,1.4399999,2.1299999,3.4
-29.380556,30.2775,21-08-2012,0.76,2.62,61.7
-26.45,28.085833,21-08-2012,1.1899999,2.44,2.0
-33.464444,18.740556,21-08-2012,1.4499999,4.5699997,9.0
-25.45963889,28.26430556,21-08-2012,1.36,2.45,2.3
-25.81048333,27.90955222,22-08-2012,1.3299999,2.46,2.1000001
-24.058889,31.237222,22-08-2012,1.42,2.11,1.2
-27.169444,29.233889,22-08-2012,0.96999997,2.48,1.8000001
-27.273889,28.49,22-08-2012,1.17,2.37,1.8000001
-27.802778,28.768333,22-08-2012,1.06,2.37,11.1
-28.058889,30.373611,22-08-2012,0.96,2.4299998,39.100002
-29.161667,23.696389,23-08-2012,2.69,3.24,0.1
-28.7115,24.07288889,23-08-2012,2.61,3.1299999,0.2
-31.860278,18.6875,23-08-2012,1.8499999,4.36,0.7
-27.937778,31.209444,23-08-2012,1.04,2.29,38.9
-26.648056,27.089444,23-08-2012,1.3299999,2.51,1.5
-29.1825,23.575556,23-08-2012,2.7,3.22,0.1
-34.031944,22.053333,23-08-2012,0.79999995,3.81,4.6
-34.02861,22.22222,23-08-2012,0.7,4.42,5.5
-23.838611,31.640833,24-08-2012,1.61,2.11,0.90000004
-32.502778,19.535833,24-08-2012,2.1599998,3.58,0.7
-29.380556,30.2775,26-08-2012,0.76,2.62,61.7
-29.641944,30.6875,27-08-2012,0.89,2.56,50.2
-29.758889,30.935278,27-08-2012,0.77,3.35,68.9
-27.01011111,26.69808333,28-08-2012,1.54,2.74,1.1
-25.127778,27.628889,28-08-2012,1.5799999,2.53,2.8
-25.20639,27.558,28-08-2012,1.54,2.49,2.9
-24.69514,27.40906,28-08-2012,1.64,2.47,3.3
-28.747778,31.745833,28-08-2012,1.0,2.82,63.3
-26.970278,27.211111,28-08-2012,1.4,2.49,1.5
-26.880278,26.965,28-08-2012,1.42,2.48,1.4
-26.45,28.085833,28-08-2012,1.1899999,2.44,2.0
-26.98472222,26.63227778,28-08-2012,1.5699999,2.6699998,1.1
-30.86013889,29.07125,28-08-2012,1.03,2.6,4.2000003
-31.104278,29.399722,28-08-2012,0.9,2.97,13.5
-31.396,29.2651,28-08-2012,0.90999997,3.01,9.8
-31.554722,29.245556,28-08-2012,0.72999996,3.25,11.8
-33.501667,21.624167,28-08-2012,1.37,3.5,0.1
-31.5653,18.3306,28-08-2012,1.55,5.0499997,0.2
-29.161667,23.696389,29-08-2012,2.69,3.24,0.1
-28.801278,31.955389,29-08-2012,0.90999997,3.48,66.3
-28.141944,26.417778,29-08-2012,1.76,2.9299998,1.1
-28.1175,26.719444,29-08-2012,1.73,2.77,1.0
-30.568333,29.422778,29-08-2012,0.87,2.75,15.3
-30.77586667,29.03221667,29-08-2012,1.04,2.62,8.3
-33.13083,18.86278,29-08-2012,1.73,3.4499998,8.7
-24.282222,28.090278,30-08-2012,1.35,2.36,2.9
-28.75,30.442778,30-08-2012,1.29,2.26,13.8
-29.161667,30.629722,30-08-2012,0.76,2.44,70.6
-27.00222,28.76528,30-08-2012,1.09,2.34,2.1000001
-27.398611,26.614722,30-08-2012,1.67,2.8799999,1.1
-27.671111,27.236944,30-08-2012,1.52,2.6599998,1.2
-33.38056,19.30167,30-08-2012,1.42,4.0099998,7.6
-27.902778,24.615556,31-08-2012,2.4299998,3.1399999,0.3
-28.760833,17.730278,02-09-2012,2.99,3.09,0.0
-25.99136,27.84208,03-09-2012,1.23,2.53,2.0
-22.43772222,31.07805556,03-09-2012,1.75,2.25,0.5
-26.970278,27.211111,03-09-2012,1.4,2.49,1.5
-27.3,28.586944,03-09-2012,1.15,2.47,1.8000001
-31.031389,28.883333,03-09-2012,0.98999995,2.55,4.1
-33.818056,19.694722,03-09-2012,1.4599999,4.0499997,5.4
-27.01011111,26.69808333,04-09-2012,1.54,2.74,1.1
-26.880278,26.965,04-09-2012,1.42,2.48,1.4
-26.98472222,26.63227778,04-09-2012,1.5699999,2.6699998,1.1
-27.671111,27.236944,04-09-2012,1.52,2.6599998,1.2
-34.075556,20.145556,04-09-2012,1.4,3.21,5.2000003
-25.45963889,28.26430556,04-09-2012,1.36,2.45,2.3
-28.338333,31.373611,04-09-2012,1.03,2.1299999,61.7
-28.068333,31.55,04-09-2012,1.28,2.12,37.5
-27.4,26.624722,04-09-2012,1.67,2.8799999,1.1
-29.161667,23.696389,05-09-2012,2.69,3.24,0.1
-25.81048333,27.90955222,05-09-2012,1.3299999,2.46,2.1000001
-27.602222,29.942778,05-09-2012,1.0699999,2.46,13.0
-27.169444,29.233889,05-09-2012,0.96999997,2.48,1.8000001
-26.73806,27.59194,05-09-2012,1.29,2.36,1.7
-26.45,28.085833,05-09-2012,1.1899999,2.44,2.0
-29.641944,30.6875,06-09-2012,0.89,2.56,50.2
-29.161667,23.696389,07-09-2012,2.69,3.24,0.1
-28.7115,24.07288889,07-09-2012,2.61,3.1299999,0.2
-27.02314,28.59389,07-09-2012,1.15,2.37,2.1000001
-27.273889,28.49,07-09-2012,1.17,2.37,1.8000001
-29.1825,23.575556,07-09-2012,2.7,3.22,0.1
-29.028629,24.638389,08-09-2012,2.47,3.1999998,0.1
-27.01011111,26.69808333,10-09-2012,1.54,2.74,1.1
-29.987778,29.851667,10-09-2012,0.84999996,2.57,54.2
-29.744167,29.905833,10-09-2012,0.96999997,2.3899999,45.7
-26.98472222,26.63227778,10-09-2012,1.5699999,2.6699998,1.1
-29.160278,26.573333,10-09-2012,1.86,3.12,1.0
-34.065833,20.404167,11-09-2012,1.4599999,2.9299998,4.7000003
-25.127778,27.628889,11-09-2012,1.5799999,2.53,2.8
-24.39619444,27.08983333,11-09-2012,1.7199999,2.4099998,3.8
-24.69514,27.40906,11-09-2012,1.64,2.47,3.3
-27.363611,31.783333,11-09-2012,1.1899999,1.9799999,32.600002
-30.733889,29.828333,11-09-2012,0.84,2.58,24.1
-26.970278,27.211111,11-09-2012,1.4,2.49,1.5
-26.45,28.085833,11-09-2012,1.1899999,2.44,2.0
-28.69485,28.23487,11-09-2012,1.14,2.48,10.1
-29.615556,27.065278,11-09-2012,1.66,2.9199998,1.1
-28.883333,27.89,11-09-2012,1.29,2.51,10.900001
-33.897778,20.012778,11-09-2012,1.48,3.04,4.3
-29.161667,23.696389,12-09-2012,2.69,3.24,0.1
-25.20639,27.558,12-09-2012,1.54,2.49,2.9
-22.769722,30.886944,12-09-2012,1.43,2.1599998,33.600002
-28.44555556,32.325,24-01-2013,0.7,3.01,9.6
-26.905,32.324722,12-09-2012,1.4,2.26,36.7
-30.398056,30.601944,12-09-2012,0.82,3.6399999,27.7
-30.27402,30.69602,12-09-2012,0.79999995,3.77,35.100002
-30.160091,27.40124,12-09-2012,1.5699999,2.85,1.4
-30.336111,27.359444,12-09-2012,1.55,2.98,1.5
-28.768056,20.720556,12-09-2012,3.1299999,3.6699998,0.0
-34.405833,19.600556,12-09-2012,0.83,4.12,8.7
-30.830556,26.921389,13-09-2012,1.64,3.27,1.1
-27.00222,28.76528,13-09-2012,1.09,2.34,2.1000001
-26.648056,27.089444,13-09-2012,1.3299999,2.51,1.5
-31.000833,26.353056,13-09-2012,1.64,3.6699998,0.8
-30.679722,26.7125,13-09-2012,1.8299999,3.25,1.0
-34.329722,18.990278,13-09-2012,0.7,5.5,18.2
-27.573056,24.746389,14-09-2012,2.26,3.05,0.4
-29.658056,25.973333,14-09-2012,1.9399999,3.3,0.90000004
-29.803611,30.516111,14-09-2012,0.82,2.62,48.3
-29.161667,23.696389,17-09-2012,2.69,3.24,0.1
-25.99136,27.84208,17-09-2012,1.23,2.53,2.0
-26.73806,27.59194,17-09-2012,1.29,2.36,1.7
-26.45,28.085833,17-09-2012,1.1899999,2.44,2.0
-27.935,26.126667,17-09-2012,1.73,2.97,1.0
-29.1825,23.575556,17-09-2012,2.7,3.22,0.1
-33.31388889,19.07472222,17-09-2012,1.64,4.0699997,10.6
-27.01011111,26.69808333,18-09-2012,1.54,2.74,1.1
-22.91028,29.61111,18-09-2012,1.39,1.9599999,3.2
-27.5275,30.858056,18-09-2012,0.89,2.31,72.8
-29.380556,30.2775,18-09-2012,0.76,2.62,61.7
-27.169444,29.233889,18-09-2012,0.96999997,2.48,1.8000001
-26.648056,27.089444,18-09-2012,1.3299999,2.51,1.5
-26.970278,27.211111,18-09-2012,1.4,2.49,1.5
-26.880278,26.965,18-09-2012,1.42,2.48,1.4
-27.802778,28.768333,18-09-2012,1.06,2.37,11.1
-33.7075,18.97444444,18-09-2012,1.4599999,4.41,11.7
-25.45963889,28.26430556,18-09-2012,1.36,2.45,2.3
-29.161667,23.696389,19-09-2012,2.69,3.24,0.1
-25.81048333,27.90955222,19-09-2012,1.3299999,2.46,2.1000001
-23.763056,27.908611,19-09-2012,1.5699999,2.32,2.6000001
-27.00222,28.76528,19-09-2012,1.09,2.34,2.1000001
-27.273889,28.49,19-09-2012,1.17,2.37,1.8000001
-34.039722,22.133333,19-09-2012,0.77,3.97,5.1
-32.595833,19.009444,19-09-2012,1.9699999,4.06,4.6
-34.005833,22.351111,19-09-2012,0.65999997,4.43,7.0
-31.860278,18.6875,20-09-2012,1.8499999,4.36,0.7
-29.744167,29.905833,27-12-2013,0.98999995,2.24,29.1
-24.282222,28.090278,20-09-2012,1.35,2.36,2.9
